count,temperature,command,error,feedback     
   693,29, 168.00,  -0.39, 167.61
   694,29,  95.00,   2.07,  97.07
   695,27,  79.50,   2.29,  81.79
   696,27,  22.00,   1.40,  23.40
   697,29,  83.00,   2.17,  85.17
   698,29, 160.00,  -0.40, 159.60
   699,27,  81.00,   2.29,  83.29
   700,29,  38.50,   1.94,  40.44
   701,27,  94.50,   1.82,  96.32
   702,29,  87.00,   2.43,  89.43
   703,28, 148.50,   0.07, 148.57
   704,29, 127.00,   1.27, 128.27
   705,27,  24.50,   1.41,  25.91
   706,27,  65.00,   1.75,  66.75
   707,27,  31.50,   1.80,  33.30
   708,27,  29.50,   1.92,  31.42
   709,27,  47.00,   1.59,  48.59
   710,27,  39.00,   1.82,  40.82
   711,27,  43.50,   1.45,  44.95
   712,29, 122.50,   1.14, 123.64
   713,27, 164.00,  -0.39, 163.61
   714,28, 161.00,   0.10, 161.10
   715,28,  11.50,  -0.13,  11.37
   716,27, 115.00,   1.12, 116.12
   717,27, 142.00,   0.18, 142.18
   718,29,  79.50,   2.04,  81.54
   719,27,  20.00,   1.27,  21.27
   720,27,  75.00,   2.15,  77.15
   721,29, 154.00,  -0.17, 153.83
   722,27, 112.00,   1.61, 113.61
   723,29, 119.00,   1.13, 120.13
   724,27,  53.00,   1.98,  54.98
   725,27,  21.50,   1.40,  22.90
   726,27, 140.00,   0.18, 140.18
   727,27,  11.00,  -0.38,  10.62
   728,28,  44.00,   2.08,  46.08
   729,27, 135.50,   0.67, 136.17
   730,27,  43.50,   1.58,  45.08
   731,28,  39.50,   1.94,  41.44
   732,27, 118.00,   1.13, 119.13
   733,27,  41.50,   1.95,  43.45
   734,28,  38.00,   1.94,  39.94
   735,29,  64.50,   2.00,  66.50
   736,27,  56.50,   2.23,  58.73
   737,27, 162.00,  -0.52, 161.48
   738,27,  68.50,   2.39,  70.89
   739,27,  78.00,   2.03,  80.03
   740,27,  34.00,   1.93,  35.93
   741,28, 114.50,   0.99, 115.49
   742,28,  97.50,   2.08,  99.58
   743,28,  82.50,   2.42,  84.92
   744,27,  65.00,   2.50,  67.50
   745,29, 158.00,  -0.03, 157.97
   746,29, 131.00,   1.16, 132.16
   747,29, 114.00,   1.62, 115.62
   748,29, 155.50,  -0.29, 155.21
   749,29, 141.00,   1.18, 142.18
   750,29,  82.00,   1.79,  83.79
   751,29, 153.00,  -0.17, 152.83
   752,29,  15.00,   0.63,  15.63
   753,27,  33.00,   1.43,  34.43
   754,29, 103.00,   1.34, 104.34
   755,27,  30.00,   1.80,  31.80
   756,27,  12.00,  -0.25,  11.75
   757,29, 119.50,   1.13, 120.63
   758,27,  43.00,   1.95,  44.95
   759,29,  54.00,   1.48,  55.48
   760,27,  19.00,   0.89,  19.89
   761,27,  77.00,   1.91,  78.91
   762,27,  87.50,   1.56,  89.06
   763,28,  15.00,   0.88,  15.88
   764,27, 101.50,   1.59, 103.09
   765,27,  48.50,   1.96,  50.46
   766,27,  57.50,   1.99,  59.49
   767,27,  28.00,   1.92,  29.92
   768,27,  53.00,   2.23,  55.23
   769,29, 162.00,  -0.40, 161.60
   770,29, 119.00,   1.63, 120.63
   771,27,  59.00,   1.99,  60.99
   772,27, 100.50,   1.59, 102.09
   773,28, 142.50,   0.56, 143.06
   774,29, 161.00,  -0.28, 160.72
   775,27,  49.00,   1.84,  50.84
   776,29, 150.00,   0.20, 150.20
   777,27,  74.00,   2.40,  76.40
   778,27,  21.50,   1.40,  22.90
   779,27, 140.50,   0.68, 141.18
   780,29, 123.00,   1.51, 124.51
   781,27,  55.00,   1.98,  56.98
   782,27,  86.00,   2.43,  88.43
   783,27,  22.00,   1.40,  23.40
   784,29, 168.50,  -0.76, 167.74
   785,27,  48.50,   1.96,  50.46
   786,29,  59.50,   1.49,  60.99
   787,29,  82.00,   2.04,  84.04
   788,28, 165.00,  -0.52, 164.48
   789,29,  35.00,   1.56,  36.56
   790,28, 103.50,   1.34, 104.84
   791,27, 103.50,   1.34, 104.84
   792,29,  96.50,   2.08,  98.58
   793,29,  19.00,   0.89,  19.89
   794,27,  25.00,   1.28,  26.28
   795,27,  28.00,   1.29,  29.29
   796,29, 148.00,   0.32, 148.32
   797,27,  54.00,   2.10,  56.10
   798,29, 109.50,   1.11, 110.61
   799,29, 149.00,   0.32, 149.32
   800,29, 138.50,   1.17, 139.67
   801,27,  99.50,   2.08, 101.58
   802,28,  25.50,   1.41,  26.91
   803,29, 108.50,   1.35, 109.85
   804,29, 110.00,   1.11, 111.11
   805,27,  25.50,   1.41,  26.91
   806,28,  57.50,   1.99,  59.49
   807,29, 161.00,  -0.03, 160.97
   808,29,  90.50,   2.31,  92.81
   809,29,  15.00,   0.76,  15.76
   810,29,  44.50,   1.96,  46.46
   811,29,  65.50,   1.75,  67.25
   812,27,  39.50,   1.94,  41.44
   813,27,  85.00,   2.30,  87.30
   814,27,  56.00,   1.86,  57.86
   815,27,  97.50,   1.33,  98.83
   816,27,  15.00,   0.26,  15.26
   817,27,  68.50,   2.01,  70.51
   818,27, 141.50,   0.30, 141.80
   819,29, 106.50,   1.60, 108.10
   820,29,  90.00,   2.06,  92.06
   821,29, 118.00,   1.38, 119.38
   822,27, 118.00,   1.38, 119.38
   823,29, 143.00,   0.18, 143.18
   824,29, 143.00,   0.18, 143.18
   825,29, 158.50,  -0.41, 158.09
   826,29, 123.50,   1.51, 125.01
   827,28,  20.50,   0.90,  21.40
   828,29,  78.50,   2.04,  80.54
   829,29, 164.50,  -0.77, 163.73
   830,29,  85.50,   2.30,  87.80
   831,29, 128.00,   1.02, 129.02
   832,28, 166.00,  -0.77, 165.23
   833,29, 141.00,   0.68, 141.68
   834,29, 168.50,  -1.14, 167.36
   835,29, 114.50,   1.62, 116.12
   836,29,  83.00,   2.05,  85.05
   837,29, 101.00,   1.59, 102.59
   838,29,  76.00,   2.03,  78.03
   839,29, 134.00,   0.79, 134.79
   840,29, 137.50,   0.55, 138.05
   841,29, 149.50,   0.20, 149.70
   842,29, 152.00,   0.08, 152.08
   843,29, 158.50,  -0.41, 158.09
   844,29,  90.00,   2.06,  92.06
   845,29, 102.00,   1.09, 103.09
   846,28,  90.00,   2.19,  92.19
   847,29,  78.00,   2.03,  80.03
   848,29,  95.50,   1.57,  97.07
   849,29,  87.00,   2.06,  89.06
   850,27,  80.00,   2.54,  82.54
   851,29,  65.50,   2.51,  68.01
   852,28, 144.50,   0.31, 144.81
   853,29,  47.00,   2.21,  49.21
   854,29, 151.00,  -0.05, 150.95
   855,28,  41.00,   1.70,  42.70
   856,29, 120.00,   1.13, 121.13
   857,29,  87.00,   2.06,  89.06
   858,28,  39.50,   1.32,  40.82
   859,29,  13.50,  -0.12,  13.38
   860,29,  42.50,   1.95,  44.45
   861,27, 110.50,   1.11, 111.61
   862,28,  87.00,   2.18,  89.18
   863,29, 112.00,   1.11, 113.11
   864,29,  62.50,   2.00,  64.50
   865,29, 138.50,   0.55, 139.05
   866,29,  28.50,   1.92,  30.42
   867,27,  24.50,   1.78,  26.28
   868,27,  59.00,   2.37,  61.37
   869,29, 155.00,  -0.17, 154.83
   870,29,  49.00,   1.46,  50.46
   871,27, 110.00,   1.61, 111.61
   872,29, 169.00,  -0.76, 168.24
   873,27,  65.00,   2.25,  67.25
   874,29, 128.00,   0.90, 128.90
   875,29, 129.00,   1.03, 130.03
   876,29, 110.00,   1.61, 111.61
   877,29,  19.50,   0.89,  20.39
   878,29,  70.00,   2.52,  72.52
   879,29,  67.00,   2.38,  69.38
   880,29,  28.50,   1.92,  30.42
   881,28, 166.50,  -0.51, 165.99
   882,27,  18.00,   0.64,  18.64
   883,29,  24.00,   0.90,  24.90
   884,29,  47.00,   1.96,  48.96
   885,29,  97.50,   1.58,  99.08
   886,29,  50.50,   2.09,  52.59
   887,27,  33.00,   1.43,  34.43
   888,27,  50.50,   1.84,  52.34
   889,27,  32.00,   1.93,  33.93
   890,29,  90.50,   1.69,  92.19
   891,27,  50.00,   2.09,  52.09
   892,27, 123.50,   1.01, 124.51
   893,29,  97.00,   2.08,  99.08
   894,29,  62.00,   2.12,  64.12
   895,29, 108.00,   1.10, 109.10
   896,29,  75.50,   2.28,  77.78
   897,29,  56.50,   1.73,  58.23
   898,29,  44.50,   1.96,  46.46
   899,29, 162.00,  -0.27, 161.73
   900,29, 155.00,   0.46, 155.46
   901,29,  40.50,   1.95,  42.45
   902,29, 127.00,   1.02, 128.02
   903,29, 132.00,   1.03, 133.03
   904,29,  39.50,   1.94,  41.44
   905,29, 124.00,   1.14, 125.14
   906,29, 130.00,   0.65, 130.65
   907,29, 116.50,   1.62, 118.12
   908,29,  57.50,   1.99,  59.49
   909,27,  16.00,   0.89,  16.89
   910,29, 120.00,   1.26, 121.26
   911,27,  29.00,   1.79,  30.79
   912,29,  82.50,   2.42,  84.92
   913,28,  18.50,   0.39,  18.89
   914,29,  42.00,   2.07,  44.07
   915,29,  39.00,   1.94,  40.94
   916,29,  72.00,   1.77,  73.77
   917,29,  19.00,   0.64,  19.64
   918,29,  57.00,   2.24,  59.24
   919,29, 114.00,   0.99, 114.99
   920,29,  70.00,   2.02,  72.02
   921,29, 142.00,   0.43, 142.43
   922,29,  49.50,   1.97,  51.47
   923,28, 122.50,   1.01, 123.51
   924,29,  41.50,   1.95,  43.45
   925,29,  45.50,   1.46,  46.96
   926,29, 143.00,   0.18, 143.18
   927,29, 112.50,   1.61, 114.11
   928,28,  27.00,   1.79,  28.79
   929,29, 157.00,  -0.41, 156.59
   930,29,  72.50,   2.27,  74.77
   931,29, 127.00,   1.02, 128.02
   932,29,  78.50,   2.04,  80.54
   933,29, 135.50,   0.42, 135.92
   934,29,  26.00,   1.41,  27.41
   935,29, 132.00,   0.78, 132.78
   936,29, 102.50,   1.72, 104.22
   937,29,  98.50,   1.96, 100.46
   938,29,  32.00,   1.93,  33.93
   939,27, 127.00,   1.02, 128.02
   940,29, 102.00,   1.84, 103.84
   941,28,  51.50,   1.85,  53.35
   942,29,  92.50,   1.57,  94.07
   943,27,  34.00,   1.81,  35.81
   944,29,  24.50,   1.78,  26.28
   945,27, 130.50,   0.78, 131.28
   946,27, 138.00,   0.55, 138.55
   947,29, 135.50,   1.04, 136.54
   948,29, 139.50,   0.42, 139.92
   949,29,  63.00,   2.50,  65.50
   950,29, 142.00,   0.56, 142.56
   951,29,  84.50,   2.17,  86.67
   952,29,  23.50,   1.40,  24.90
   953,29,  49.00,   1.84,  50.84
   954,29,  68.00,   2.01,  70.01
   955,29,  33.00,   1.93,  34.93
   956,28,  20.00,   1.40,  21.40
   957,29,  44.00,   1.95,  45.95
   958,28, 144.00,   0.18, 144.18
   959,28,  40.00,   1.94,  41.94
   960,27, 140.50,   0.43, 140.93
   961,29,  37.50,   2.19,  39.69
   962,27,  41.50,   1.45,  42.95
   963,28,  21.50,   0.90,  22.40
   964,28,  16.50,   0.89,  17.39
   965,29,  63.50,   2.25,  65.75
   966,29, 116.50,   0.87, 117.37
   967,29, 159.50,  -0.15, 159.35
   968,29,  69.00,   2.01,  71.01
   969,29,  21.50,   0.90,  22.40
   970,29,  36.00,   1.56,  37.56
   971,29,  58.50,   1.99,  60.49
   972,29,  98.00,   1.33,  99.33
   973,29,  83.00,   2.05,  85.05
   974,29, 166.00,  -1.02, 164.98
   975,29,  82.00,   1.92,  83.92
   976,29,  58.50,   1.99,  60.49
   977,27,  64.50,   1.50,  66.00
   978,29,  38.50,   1.94,  40.44
   979,29,  53.00,   1.98,  54.98
   980,29,  33.00,   1.43,  34.43
   981,27,  41.50,   1.32,  42.82
   982,29,  95.50,   1.45,  96.95
   983,28,  65.50,   2.38,  67.88
   984,29,  27.50,   1.79,  29.29
   985,29,  13.50,   0.88,  14.38
   986,29,  64.00,   2.00,  66.00
   987,29, 163.00,  -0.27, 162.73
   988,29,  78.00,   2.28,  80.28
   989,27, 162.50,  -0.52, 161.98
   990,29,  39.50,   1.94,  41.44
   991,29,  14.50,   0.38,  14.88
   992,27,  48.50,   1.84,  50.34
   993,29, 109.00,   1.36, 110.36
   994,29,  72.00,   2.40,  74.40
   995,29, 112.00,   1.49, 113.49
   996,29,  19.00,   0.89,  19.89
   997,29, 126.00,   1.02, 127.02
   998,29, 106.50,   1.60, 108.10
   999,29, 151.00,   0.08, 151.08
  1000,29,  73.50,   2.15,  75.65
  1001,29,  18.00,   0.39,  18.39
  1002,29, 135.00,   0.66, 135.66
  1003,29, 153.50,   0.08, 153.58
  1004,29, 123.00,   1.51, 124.51
  1005,29,  67.00,   2.51,  69.51
  1006,28,  22.50,   1.40,  23.90
  1007,29, 146.00,   0.57, 146.57
  1008,29, 106.50,   1.60, 108.10
  1009,29,  71.00,   2.52,  73.52
  1010,29, 117.50,   1.12, 118.62
  1011,29,  49.00,   2.22,  51.22
  1012,29, 101.50,   1.34, 102.84
  1013,29, 118.50,   1.13, 119.63
  1014,29,  66.00,   2.01,  68.01
  1015,29,  42.00,   1.95,  43.95
  1016,29, 164.50,  -0.39, 164.11
  1017,29, 119.00,   1.75, 120.75
  1018,29,  86.50,   2.43,  88.93
  1019,29,  94.00,   1.70,  95.70
  1020,29, 143.00,   0.56, 143.56
  1021,29,  57.50,   2.24,  59.74
  1022,29, 133.00,   0.91, 133.91
  1023,29, 148.00,   0.19, 148.19
  1024,29, 115.00,   1.49, 116.49
  1025,29,  17.50,   0.39,  17.89
  1026,29,  60.00,   2.49,  62.49
  1027,29, 134.00,   0.66, 134.66
  1028,29, 139.00,   0.42, 139.42
  1029,29, 155.50,  -0.16, 155.34
  1030,29,  50.50,   1.97,  52.47
  1031,29, 122.00,   1.01, 123.01
  1032,29,  84.50,   2.43,  86.93
  1033,29, 161.50,  -0.28, 161.22
  1034,29,  20.00,   0.90,  20.90
  1035,29, 165.50,  -0.77, 164.73
  1036,29, 166.50,  -0.39, 166.11
  1037,29,  81.50,   2.04,  83.54
  1038,29, 153.50,  -0.17, 153.33
  1039,29, 166.50,  -0.76, 165.74
  1040,29,  70.50,   2.02,  72.52
  1041,29,  40.50,   1.82,  42.32
  1042,29, 116.00,   0.87, 116.87
  1043,29,  14.50,   0.38,  14.88
  1044,29, 128.00,   1.02, 129.02
  1045,29, 108.00,   1.60, 109.60
  1046,29,  49.00,   2.22,  51.22
  1047,29, 137.50,   0.55, 138.05
  1048,29,  31.00,   1.55,  32.55
  1049,29, 136.50,   0.54, 137.04
  1050,29,  45.50,   1.96,  47.46
  1051,29, 118.00,   1.13, 119.13
  1052,29,  69.50,   2.01,  71.51
  1053,29, 112.00,   1.24, 113.24
  1054,29,  85.50,   2.30,  87.80
  1055,29,  93.00,   2.19,  95.19
  1056,29,  23.00,   1.28,  24.28
  1057,29,  93.00,   1.57,  94.57
  1058,29, 140.00,   0.18, 140.18
  1059,29,  34.00,   1.43,  35.43
  1060,29, 139.00,   0.55, 139.55
  1061,29,  81.50,   2.04,  83.54
  1062,29, 137.50,   0.55, 138.05
  1063,29, 108.50,   1.86, 110.36
  1064,29,  60.00,   2.37,  62.37
  1065,29, 123.50,   1.01, 124.51
  1066,29,  51.50,   2.10,  53.60
  1067,29,  90.50,   1.56,  92.06
  1068,29,  27.50,   1.41,  28.91
  1069,29,  63.00,   2.00,  65.00
  1070,29,  57.50,   2.24,  59.74
  1071,29,  71.50,   1.52,  73.02
  1072,29,  87.00,   2.06,  89.06
  1073,29,  53.50,   2.48,  55.98
  1074,29,  90.00,   2.06,  92.06
  1075,29, 136.00,   0.54, 136.54
  1076,29, 137.50,   0.55, 138.05
  1077,29,  38.00,   1.94,  39.94
  1078,29, 103.00,   1.09, 104.09
  1079,29, 112.50,   1.11, 113.61
  1080,29,  95.00,   1.95,  96.95
  1081,29, 134.00,   0.66, 134.66
  1082,29,  32.50,   1.55,  34.05
  1083,29,  48.50,   1.71,  50.21
  1084,29,  51.50,   1.47,  52.97
  1085,29,  87.00,   2.43,  89.43
  1086,29, 151.50,   0.20, 151.70
  1087,29, 148.00,   0.19, 148.19
  1088,29,  83.50,   1.92,  85.42
  1089,29, 105.00,   1.35, 106.35
  1090,29, 127.00,   0.90, 127.90
  1091,29,  11.50,  -0.38,  11.12
  1092,29, 159.50,  -0.15, 159.35
  1093,29,  39.00,   1.69,  40.69
  1094,29,  90.50,   1.56,  92.06
  1095,29, 165.50,  -0.27, 165.23
  1096,29, 109.50,   1.48, 110.98
  1097,29,  24.50,   1.41,  25.91
  1098,29,  70.00,   1.64,  71.64
  1099,29,  10.50,  -0.62,   9.88
  1100,29,  61.00,   1.99,  62.99
  1101,29,  76.50,   1.53,  78.03
  1102,29,  85.00,   2.05,  87.05
  1103,29,  82.00,   1.67,  83.67
  1104,29,  91.00,   1.44,  92.44
  1105,29, 164.00,  -0.52, 163.48
  1106,29, 129.50,   1.15, 130.65
  1107,29,  61.00,   2.12,  63.12
  1108,29, 165.00,  -0.64, 164.36
  1109,29,  46.50,   1.96,  48.46
  1110,29,  45.00,   1.96,  46.96
  1111,29, 160.00,  -0.28, 159.72
  1112,29, 134.50,   1.16, 135.66
  1113,29,  64.50,   2.50,  67.00
  1114,29,  80.50,   1.79,  82.29
  1115,29,  55.00,   2.11,  57.11
  1116,29,  50.50,   1.97,  52.47
  1117,29, 136.00,   0.54, 136.54
  1118,29,  34.50,   1.93,  36.43
  1119,29,  97.50,   1.58,  99.08
  1120,29,  32.50,   1.68,  34.18
  1121,29,  97.50,   1.58,  99.08
  1122,29,  61.00,   1.99,  62.99
  1123,29,  54.50,   1.98,  56.48
  1124,29, 166.00,  -0.77, 165.23
  1125,29, 163.50,  -0.02, 163.48
  1126,29, 134.50,   1.04, 135.54
  1127,29,  36.50,   1.94,  38.44
  1128,29,  81.50,   1.54,  83.04
  1129,29,  32.00,   1.93,  33.93
  1130,29,  56.00,   1.48,  57.48
  1131,29,  30.00,   1.80,  31.80
  1132,29,  65.50,   1.75,  67.25
  1133,29, 168.50,  -0.89, 167.61
  1134,29, 150.00,   0.32, 150.32
  1135,29, 163.00,  -0.27, 162.73
  1136,29,  88.50,   2.06,  90.56
  1137,29,  33.50,   1.43,  34.93
  1138,29, 103.50,   1.09, 104.59
  1139,29,  11.00,  -0.38,  10.62
  1140,29, 161.00,  -0.40, 160.60
  1141,29,  42.50,   1.95,  44.45
  1142,29,  39.50,   1.69,  41.19
  1143,29, 152.50,  -0.17, 152.33
  1144,29, 138.50,   0.80, 139.30
  1145,29,  97.50,   2.08,  99.58
  1146,29, 152.00,   0.20, 152.20
  1147,29,  43.00,   1.95,  44.95
  1148,29, 156.00,  -0.04, 155.96
  1149,29,  90.00,   2.06,  92.06
  1150,29, 107.00,   1.10, 108.10
  1151,29, 112.50,   1.24, 113.74
  1152,29, 169.00,  -0.88, 168.12
  1153,29, 158.50,   0.09, 158.59
  1154,29, 114.50,   1.62, 116.12
  1155,29,  22.50,   1.40,  23.90
  1156,29, 119.50,   1.13, 120.63
  1157,29,  45.50,   2.08,  47.58
  1158,29, 117.50,   1.12, 118.62
  1159,29,  64.50,   2.38,  66.88
  1160,29, 148.00,   0.07, 148.07
  1161,29,  84.50,   1.92,  86.42
  1162,29,  84.50,   2.05,  86.55
  1163,29,  80.50,   2.17,  82.67
  1164,29,  20.00,   1.02,  21.02
  1165,29, 108.50,   1.60, 110.10
  1166,29,  49.00,   1.46,  50.46
  1167,29,  25.50,   1.41,  26.91
  1168,29,  50.50,   1.84,  52.34
  1169,29, 153.00,   0.08, 153.08
  1170,29,  79.00,   2.04,  81.04
  1171,29, 157.00,  -0.29, 156.71
  1172,29,  87.00,   2.18,  89.18
  1173,29,  95.50,   1.45,  96.95
  1174,29,  46.50,   1.96,  48.46
  1175,29, 118.00,   1.13, 119.13
  1176,29, 142.50,   0.43, 142.93
  1177,29, 148.00,   0.19, 148.19
  1178,29, 114.50,   1.49, 115.99
  1179,29,  10.00,  -0.62,   9.38
  1180,29, 109.50,   1.11, 110.61
  1181,29, 134.50,   0.66, 135.16
  1182,29, 134.00,   1.16, 135.16
  1183,29,  23.50,   1.40,  24.90
  1184,29,  94.00,   2.07,  96.07
  1185,29, 169.50,  -0.88, 168.62
  1186,29,  27.50,   1.54,  29.04
  1187,29, 107.00,   1.48, 108.48
  1188,29,  18.50,   0.52,  19.02
  1189,29, 168.50,  -0.76, 167.74
  1190,29, 106.00,   1.60, 107.60
  1191,29, 133.00,   0.66, 133.66
  1192,29, 166.00,  -0.52, 165.48
  1193,29, 127.00,   1.27, 128.27
  1194,29, 143.00,   0.31, 143.31
  1195,29,  18.00,   0.39,  18.39
  1196,29,  29.50,   0.92,  30.42
  1197,29, 157.50,  -0.41, 157.09
  1198,29,  55.00,   2.11,  57.11
  1199,29,  41.00,   1.95,  42.95
  1200,29, 125.50,   1.02, 126.52
  1201,29, 110.50,   1.61, 112.11
  1202,29, 126.50,   1.02, 127.52
  1203,29,  24.00,   1.78,  25.78
  1204,29,  41.50,   1.82,  43.32
  1205,29,  62.00,   1.87,  63.87
  1206,29, 101.50,   1.34, 102.84
  1207,29,  90.00,   2.06,  92.06
  1208,29,  27.00,   1.41,  28.41
  1209,29,  46.50,   1.96,  48.46
  1210,29, 101.00,   1.59, 102.59
  1211,29, 155.00,  -0.29, 154.71
  1212,29,  21.50,   1.40,  22.90
  1213,29, 164.00,  -0.39, 163.61
  1214,29,  41.50,   1.95,  43.45
  1215,29,  57.50,   1.86,  59.36
  1216,29, 125.00,   1.02, 126.02
  1217,29, 151.00,   0.08, 151.08
  1218,29,  56.50,   2.11,  58.61
  1219,29, 151.00,  -0.17, 150.83
  1220,29, 146.00,   0.57, 146.57
  1221,29, 118.50,   1.50, 120.00
  1222,29, 125.00,   1.02, 126.02
  1223,29,  53.50,   1.98,  55.48
  1224,29,  33.50,   1.93,  35.43
  1225,29,  83.00,   2.30,  85.30
  1226,29,  56.00,   1.61,  57.61
  1227,29, 163.00,  -0.52, 162.48
  1228,29,  40.00,   1.94,  41.94
  1229,29, 107.50,   1.10, 108.60
  1230,29, 146.50,   0.19, 146.69
  1231,29,  42.00,   1.95,  43.95
  1232,29, 123.50,   0.89, 124.39
  1233,29,  66.00,   2.26,  68.26
  1234,29,  35.00,   1.56,  36.56
  1235,29, 134.00,   0.66, 134.66
  1236,29,  91.00,   2.19,  93.19
  1237,29,  63.00,   2.37,  65.37
  1238,29, 117.00,   1.00, 118.00
  1239,29, 118.50,   1.13, 119.63
  1240,29, 113.00,   1.62, 114.62
  1241,29,  71.00,   2.52,  73.52
  1242,29,  33.50,   1.80,  35.30
  1243,29,  59.00,   1.99,  60.99
  1244,29, 116.00,   1.12, 117.12
  1245,29,  29.50,   1.92,  31.42
  1246,29,  57.50,   1.99,  59.49
  1247,29, 145.50,   0.56, 146.06
  1248,29,  55.50,   1.86,  57.36
  1249,29,  17.50,   0.39,  17.89
  1250,29,  50.50,   1.97,  52.47
  1251,29, 117.00,   1.12, 118.12
  1252,29,  20.50,   1.02,  21.52
  1253,29,  20.00,   1.52,  21.52
  1254,29, 134.00,   0.66, 134.66
  1255,29,  64.50,   2.38,  66.88
  1256,29, 153.00,  -0.17, 152.83
  1257,29,  63.00,   2.37,  65.37
  1258,29,  77.00,   1.66,  78.66
  1259,29, 138.00,   0.30, 138.30
  1260,29,  30.50,   1.67,  32.17
  1261,29,  43.00,   1.58,  44.58
  1262,29,  48.00,   1.46,  49.46
  1263,29,  98.50,   1.58, 100.08
  1264,29,  84.00,   2.05,  86.05
  1265,29, 165.00,  -0.64, 164.36
  1266,29,  66.00,   2.01,  68.01
  1267,29,  34.50,   1.93,  36.43
  1268,29,  21.00,   1.40,  22.40
  1269,29,  71.00,   2.02,  73.02
  1270,29, 146.50,   0.19, 146.69
  1271,29, 100.50,   1.84, 102.34
  1272,29,  74.50,   2.03,  76.53
  1273,29,  63.00,   2.37,  65.37
  1274,29,  77.00,   1.53,  78.53
  1275,29, 131.00,   0.66, 131.66
  1276,29,  57.00,   1.98,  58.98
  1277,29,  55.50,   1.98,  57.48
  1278,27,  45.00,   1.96,  46.96
  1279,29,  22.50,   1.40,  23.90
  1280,29,  67.00,   2.26,  69.26
  1281,29,  53.00,   2.10,  55.10
  1282,29, 167.50,  -0.76, 166.74
  1283,29, 165.50,  -0.14, 165.36
  1284,29, 121.00,   1.51, 122.51
  1285,29,  11.00,  -0.13,  10.87
  1286,29,  26.00,   1.54,  27.54
  1287,29,  26.50,   1.04,  27.54
  1288,29,  30.50,   1.17,  31.67
  1289,29, 118.50,   1.00, 119.50
  1290,29, 115.50,   1.62, 117.12
  1291,29,  38.00,   1.69,  39.69
  1292,29,  69.00,   2.26,  71.26
  1293,29,  63.00,   2.25,  65.25
  1294,29, 123.50,   1.01, 124.51
  1295,29, 148.50,   0.20, 148.70
  1296,29,  59.50,   2.12,  61.62
  1297,29, 113.00,   1.11, 114.11
  1298,29, 135.50,   0.54, 136.04
  1299,29,  19.00,   0.89,  19.89
  1300,29, 129.00,   0.65, 129.65
  1301,29,  98.00,   2.08, 100.08
  1302,29,  89.50,   2.31,  91.81
  1303,29,  31.00,   1.55,  32.55
  1304,29, 169.00,  -0.88, 168.12
  1305,29,  69.00,   2.39,  71.39
  1306,29, 139.00,   0.55, 139.55
  1307,29, 157.50,  -0.28, 157.22
  1308,29,  71.00,   2.27,  73.27
  1309,29, 124.50,   0.89, 125.39
  1310,29, 135.00,   0.54, 135.54
  1311,29, 157.50,  -0.28, 157.22
  1312,29, 157.00,   0.22, 157.22
  1313,29, 144.00,   0.69, 144.69
  1314,29, 123.50,   1.51, 125.01
  1315,29,  62.50,   2.00,  64.50
  1316,29,  96.50,   1.58,  98.08
  1317,29, 138.00,   0.55, 138.55
  1318,29,  15.00,   0.76,  15.76
  1319,29, 138.00,   0.92, 138.92
  1320,29,  11.50,  -0.38,  11.12
  1321,29, 118.50,   1.13, 119.63
  1322,29,  48.00,   1.96,  49.96
